id,title,creator,description,year,timespan,language,type,concepts,place,place_lat,place_lon,country,collection,thumbnail,link,rights,iiif_manifest,creators,date_begin,date_end,place_label,text,cluster
/640/item_360222,Le cheval de la fée Printemps = Het paard der toovernimf Lente.,['Unknown Creator'],Brepols number at the top: 251.,Unknown Year,['19th century'],['en'],TEXT,catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360222%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360222,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360222/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas Le cheval de la fée Printemps = Het paard der toovernimf Lente. Brepols number at the top: 251.,1
/640/item_360224,Het leven van den heyligen Hubertus : die gevierd word den 3 November.,['Unknown Creator'],"wood engraving, in colours",Unknown Year,"['18th century', '19th century']",['en'],TEXT,Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt papper Papper Kistebrev kistebrev papel Papel paper (fiber product) Paper catchpenny prints Catchpenny print saints broadsides (notices) catchpenny print carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel santos (personas) hojas volantes papier (vezelproduct) Papier Centsprent heiligen planobladen centsprent Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360224%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360224,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360224/manifest,['Unknown Creator'],1701-01-01,1800-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}","Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt papper Papper Kistebrev kistebrev papel Papel paper (fiber product) Paper catchpenny prints Catchpenny print saints broadsides (notices) catchpenny print carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel santos (personas) hojas volantes papier (vezelproduct) Papier Centsprent heiligen planobladen centsprent Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie Het leven van den heyligen Hubertus : die gevierd word den 3 November. wood engraving, in colours",1
/640/item_360226,"Maria, het kind der toovergodin = Marie, l'enfant de la fée.",['Unknown Creator'],Brepols number at the top: 2.,Unknown Year,['19th century'],['en'],TEXT,catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360226%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360226,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360226/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}","catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas Maria, het kind der toovergodin = Marie, l'enfant de la fée. Brepols number at the top: 2.",1
/640/item_360228,Jack en de Boonenstengels.,['Unknown Creator'],Noothoven van Goor number on the top: 198,Unknown Year,['19th century'],['en'],TEXT,Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen papper Papper Kistebrev kistebrev papel Papel contos de fadas paper (fiber product) Paper catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel hojas volantes cuentos de hadas papier (vezelproduct) Papier Centsprent planobladen centsprent sprookjes Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360228%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360228,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360228/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen papper Papper Kistebrev kistebrev papel Papel contos de fadas paper (fiber product) Paper catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel hojas volantes cuentos de hadas papier (vezelproduct) Papier Centsprent planobladen centsprent sprookjes Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie Jack en de Boonenstengels. Noothoven van Goor number on the top: 198,1
/640/item_360230,La peau de l'ours = De huid van den beer.,['Unknown Creator'],Brepols number at the top: 255.,Unknown Year,['19th century'],['en'],TEXT,Ursidae (family) catchpenny prints Catchpenny print broadsides (notices) catchpenny print beren (zoogdier) Centsprent planobladen centsprent Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede hojas volantes,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360230%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360230,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360230/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",Ursidae (family) catchpenny prints Catchpenny print broadsides (notices) catchpenny print beren (zoogdier) Centsprent planobladen centsprent Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede hojas volantes La peau de l'ours = De huid van den beer. Brepols number at the top: 255.,1
/640/item_360233,Saint Nicolas = Sint Nikolaas.,['Unknown Creator'],Brepols number at the top: 5.,Unknown Year,['19th century'],['en'],TEXT,catchpenny prints Catchpenny print saints broadsides (notices) catchpenny print Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent heiligen planobladen centsprent santos (personas) hojas volantes,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360233%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360233,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360233/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",catchpenny prints Catchpenny print saints broadsides (notices) catchpenny print Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent heiligen planobladen centsprent santos (personas) hojas volantes Saint Nicolas = Sint Nikolaas. Brepols number at the top: 5.,1
/640/item_360235,Die schwarze Hose / [Henry Albrecht].,"['Albrecht, Henry']",Münchener Bilderbogen number: 850.,Unknown Year,['19th century'],['en'],TEXT,Papier Hose Papier Einblattholzschnitt Flugblatt (Mitteilung) Hose Einblattholzschnitt papper Byxor Papper Kistebrev kistebrev papel Calça Papel paper (fiber product) Trousers Paper catchpenny prints Catchpenny print broadsides (notices) trousers catchpenny print carta Pantaloni Carta pantalone papier Pantalon Papier Imagerie populaire dépliant grand format pantalon imagerie populaire papel (papel) Pantalón Papel hojas volantes pantalón papier (vezelproduct) Broek Papier Centsprent planobladen broeken centsprent Брюки Бумага Housut Paperi Панталон Хартия Kelnės Popierius Hlače Papir Bikses Papīrs Nadrág Papír Nohavice Papier Hlače Papir Bríste Páipéar Pantaló Paper Παντελόνι Χαρτί παντελόνι Püksid Paber Galtzak Paper Kalhoty Papír Spodnie Papier Bukser Papir Kistebillede kistebillede Pantalon Hârtie Karta,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360235%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360235,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360235/manifest,"['Albrecht, Henry']",1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",Papier Hose Papier Einblattholzschnitt Flugblatt (Mitteilung) Hose Einblattholzschnitt papper Byxor Papper Kistebrev kistebrev papel Calça Papel paper (fiber product) Trousers Paper catchpenny prints Catchpenny print broadsides (notices) trousers catchpenny print carta Pantaloni Carta pantalone papier Pantalon Papier Imagerie populaire dépliant grand format pantalon imagerie populaire papel (papel) Pantalón Papel hojas volantes pantalón papier (vezelproduct) Broek Papier Centsprent planobladen broeken centsprent Брюки Бумага Housut Paperi Панталон Хартия Kelnės Popierius Hlače Papir Bikses Papīrs Nadrág Papír Nohavice Papier Hlače Papir Bríste Páipéar Pantaló Paper Παντελόνι Χαρτί παντελόνι Püksid Paber Galtzak Paper Kalhoty Papír Spodnie Papier Bukser Papir Kistebillede kistebillede Pantalon Hârtie Karta Die schwarze Hose / [Henry Albrecht]. Münchener Bilderbogen number: 850.,1
/640/item_360236,"Ziet knaepjes, ten geschenk een nieuwe fraeije prent : En zorgt dat ge weldra hiervan de letters kent.",['Unknown Creator'],Number at the top: 96.,Unknown Year,['19th century'],['en'],TEXT,Mythologie Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Mytologia Мифология Mitologia Митология Mitologija Mitologija Mitoloģija Mythologie Imagerie populaire dépliant grand format imagerie populaire Mitológia Mytológia Mitologija Miotaseolaíocht Mitologia Mytologi Kistebrev kistebrev Μυθολογία Mythology catchpenny prints Catchpenny print mythology (literary genre) broadsides (notices) catchpenny print Mitologia Mitología mitología (género literario) hojas volantes Mütoloogia Mytologie Mitologia Mitologia Mytologi Kistebillede kistebillede Mitologie Mythologie Centsprent mythologie (literair genre) planobladen centsprent,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360236%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360236,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360236/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}","Mythologie Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Mytologia Мифология Mitologia Митология Mitologija Mitologija Mitoloģija Mythologie Imagerie populaire dépliant grand format imagerie populaire Mitológia Mytológia Mitologija Miotaseolaíocht Mitologia Mytologi Kistebrev kistebrev Μυθολογία Mythology catchpenny prints Catchpenny print mythology (literary genre) broadsides (notices) catchpenny print Mitologia Mitología mitología (género literario) hojas volantes Mütoloogia Mytologie Mitologia Mitologia Mytologi Kistebillede kistebillede Mitologie Mythologie Centsprent mythologie (literair genre) planobladen centsprent Ziet knaepjes, ten geschenk een nieuwe fraeije prent : En zorgt dat ge weldra hiervan de letters kent. Number at the top: 96.",1
/640/item_360238,La vengeance du diable = De wraak van den duivel.,['Unknown Creator'],Brepols number at the top: 267.,Unknown Year,['19th century'],['en'],TEXT,catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360238%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360238,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360238/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas La vengeance du diable = De wraak van den duivel. Brepols number at the top: 267.,1
/640/item_360239,Geschiedenis van Blauwbaard = Histoire de Barde-Bleue.,['Unknown Creator'],Brepols number at the top: 11.,Unknown Year,['19th century'],['en'],TEXT,catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360239%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360239,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360239/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas Geschiedenis van Blauwbaard = Histoire de Barde-Bleue. Brepols number at the top: 11.,1
/640/item_360241,Geschiedenis van moeder Moreau en van haren wonderbaren hond = Histoire de mère Moreau et de son chien merveilleux.,['Unknown Creator'],Brepols number at the top: 236.,Unknown Year,['19th century'],['en'],TEXT,Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen papper Papper Kistebrev kistebrev papel Papel contos de fadas paper (fiber product) Paper catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel hojas volantes cuentos de hadas papier (vezelproduct) Papier Centsprent planobladen centsprent sprookjes Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360241%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360241,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360241/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen papper Papper Kistebrev kistebrev papel Papel contos de fadas paper (fiber product) Paper catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel hojas volantes cuentos de hadas papier (vezelproduct) Papier Centsprent planobladen centsprent sprookjes Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie Geschiedenis van moeder Moreau en van haren wonderbaren hond = Histoire de mère Moreau et de son chien merveilleux. Brepols number at the top: 236.,1
/640/item_360242,Natuurlijke geschiedenis : Vogelen.,['Unknown Creator'],"wood engraving, color",Unknown Year,['19th century'],['en'],TEXT,Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt papper Papper Kistebrev kistebrev papel Papel paper (fiber product) Paper catchpenny prints Catchpenny print birds (motifs) broadsides (notices) catchpenny print carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel hojas volantes papier (vezelproduct) Papier Centsprent vogels (motieven) planobladen centsprent Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360242%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360242,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360242/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}","Papier Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt papper Papper Kistebrev kistebrev papel Papel paper (fiber product) Paper catchpenny prints Catchpenny print birds (motifs) broadsides (notices) catchpenny print carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) Papel hojas volantes papier (vezelproduct) Papier Centsprent vogels (motieven) planobladen centsprent Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie Natuurlijke geschiedenis : Vogelen. wood engraving, color",1
/640/item_360244,Geschiedenis van Klein Duimken = Histoire de Tom Pouce.,['Unknown Creator'],Number at the top: 237.,Unknown Year,['19th century'],['en'],TEXT,catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360244%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360244,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360244/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",catchpenny prints Catchpenny print broadsides (notices) catchpenny print fairy tales Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Märchen Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent sprookjes hojas volantes cuentos de hadas contos de fadas Geschiedenis van Klein Duimken = Histoire de Tom Pouce. Number at the top: 237.,1
/640/item_360245,72 Verscheidene vogels = 72 Différents oiseaux.,['Unknown Creator'],Brepols number at the top: 115.,Unknown Year,['19th century'],['en'],TEXT,catchpenny prints Catchpenny print broadsides (notices) catchpenny print Aves (class) Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent Aves (klasse) hojas volantes,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360245%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360245,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360245/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",catchpenny prints Catchpenny print broadsides (notices) catchpenny print Aves (class) Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt Kistebrev kistebrev Imagerie populaire dépliant grand format imagerie populaire Kistebillede kistebillede Centsprent planobladen centsprent Aves (klasse) hojas volantes 72 Verscheidene vogels = 72 Différents oiseaux. Brepols number at the top: 115.,1
/640/item_360249,Kinderspelen.,['Unknown Creator'],Contains 6 images with rhyming captions : Blindemannetje spelen -- Hoedje-bal -- Den beer-hoeden -- Boer-lap-de-buis -- De Wipplank -- In-de-mand-loopen.,Unknown Year,['19th century'],['en'],TEXT,Papier Spielplatz Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt papper Papper Kistebrev kistebrev papel parques infantis Papel paper (fiber product) playgrounds Paper catchpenny prints Catchpenny print broadsides (notices) catchpenny print carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) campos de juegos Papel hojas volantes papier (vezelproduct) speelplaatsen Papier Centsprent planobladen centsprent Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie,"{'def': ['Leiden Municipality', 'Leiden University Library']}",52.15274,4.4836,Netherlands,640_UBL_CatchpennyPrints_EDM_20122021,https://api.europeana.eu/thumbnail/v2/url.json?uri=https%3A%2F%2Fiiif.universiteitleiden.nl%2Fiiif%2F2%2Fhdl%253A1887.1%252Fitem%253A360249%2Ffull%2F2000%2C%2F0%2Fdefault.jpg&type=TEXT,http://hdl.handle.net/1887.1/item:360249,http://creativecommons.org/publicdomain/mark/1.0/,https://digitalcollections.universiteitleiden.nl/iiif_manifest/item:360249/manifest,['Unknown Creator'],1801-01-01,1900-01-01,"{'def': ['Leiden Municipality', 'Leiden University Library']}",Papier Spielplatz Papier Einblattholzschnitt Flugblatt (Mitteilung) Einblattholzschnitt papper Papper Kistebrev kistebrev papel parques infantis Papel paper (fiber product) playgrounds Paper catchpenny prints Catchpenny print broadsides (notices) catchpenny print carta Carta papier Papier Imagerie populaire dépliant grand format imagerie populaire papel (papel) campos de juegos Papel hojas volantes papier (vezelproduct) speelplaatsen Papier Centsprent planobladen centsprent Paperi Бумага Хартия Popierius Papir Papīrs Papír Papier Papir Páipéar Paper Χαρτί Karta Paber Papír Paper Papier Papir Kistebillede kistebillede Hârtie Kinderspelen. Contains 6 images with rhyming captions : Blindemannetje spelen -- Hoedje-bal -- Den beer-hoeden -- Boer-lap-de-buis -- De Wipplank -- In-de-mand-loopen.,1
